web-scraper-order,web-scraper-start-url,reviewer,date,review,star,res
"1614875612-2792","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Magister Gir","February 8, 2019","a fantastic deck building game with more expertise was to be had with all the classes and they're different playstyles. my biggest gripe though is the priest. His 2 phase mechanic is fine but his nuke everything grenade and make the player take ALL the damage is obscenely OP. It completely breaks the Knight and Priest to almost unplayable and more frustrating. please remove his grenade card from his deck.","Rated 4 stars out of five stars","null"
"1614875612-3633","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Isaac Brown","December 29, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4756","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Curtis Tackett","January 18, 2019","","Rated 5 stars out of five stars","null"
"1614875612-3119","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","beau","April 27, 2020","","Rated 3 stars out of five stars","null"
"1614875612-4598","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Alistair Macfadyen","August 3, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4076","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","hodu yo","January 28, 2020","","Rated 5 stars out of five stars","null"
"1614875612-4021","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Aly Homewood","July 31, 2019","","Rated 5 stars out of five stars","null"
"1614875612-3323","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Johan van den Berg","May 14, 2020","How do you continue the game? It started ok yesterday as my first time. Now today it just starts with a book on a table. Tapped everywhere and ""continue"" is nowhere to be found. Surely the new adventure is not what I want but its the only option. Real bad GUI if you ask me then :-(. Game does not save I guess.","Rated 1 stars out of five stars","Giant NetworkMay 14, 2020Hello. Thank you for your feedback.We apologize for any inconvenience caused. Because the game has been updated, there will be some BUGs, and we are trying to fix it. We promise to give you a better gaming experience in the future!"
"1614875612-3313","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","sarah","June 19, 2020","","Rated 5 stars out of five stars","Giant NetworkJune 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-3032","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Tom Praytor","January 29, 2019","","Rated 3 stars out of five stars","null"
"1614875612-1848","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ocean Wilde","September 17, 2018","A wonderfully addictive turn-based trading card strategy game and RPG. The music and voices are top-notch and the creatures you encounter are both varied and personable thanks to the great artwork. My only issue with the game is the text translation. There are quite a few awkward typos scattered about. I suspect English wasn't the developer's native language.","Rated 4 stars out of five stars","null"
"1614875612-3582","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Braden Bakker","May 18, 2020","","Rated 5 stars out of five stars","null"
"1614875612-3256","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Zach Reineri","August 4, 2019","My Favorite! I've beaten all classes on hard VII except little witch, which I'm still working on. I thoroughly enjoyed them all. I've only played the knight classes so far on the newest DLC, so I can't speak on the others, but I think the knight decks need to be tweaked. The first deck was incredibly overpowered, while the other 2 seem way too difficult. I'm hoping for some adjustments. Also hoping the other classes have some fun and more balanced decks. The new enemies are fun but more needed!","Rated 4 stars out of five stars","null"
"1614875612-4521","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Karl Ledesma","August 4, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1959","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Rei Leka","April 27, 2020","Great game. The story is expanded through gameplay in the form of a fable and in such a tasteful way. Card games always end up stressing you out about better packs and cards but this game gives you the chance to enjoy everything without worrying too much about your deck, or you can go hard mode if you want the challenge. Either way, a happy ending for every player. Nice job, I wish you luck developers and company.","Rated 5 stars out of five stars","null"
"1614875612-4353","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Isaack Evans","February 12, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1157","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Kim Conrad Runas","December 13, 2020","","Rated 5 stars out of five stars","Giant NetworkDecember 17, 2020Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-2082","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Robert Fletcher","November 24, 2018","This game is so much fun. The back story to each character and 'villain'. There are so many options for deck building and each one feel different. All of the characters play differently and their abilities are all fairly balanced. Great game, will buy any more characters that are released. Well worth the money.","Rated 5 stars out of five stars","null"
"1614875612-3285","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Shawn Hunter","August 30, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1837","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Last Vatican","December 14, 2020","","Rated 3 stars out of five stars","Giant NetworkDecember 17, 2020Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-3898","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Frosty","September 14, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4083","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jeremy tan","February 17, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4691","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Demon Hunter","April 16, 2020","","Rated 4 stars out of five stars","null"
"1614875612-1552","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","adam kasperson","November 30, 2020","","Rated 5 stars out of five stars","Giant NetworkNovember 24, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"1614875612-3718","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Gor Gor","August 8, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4207","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ran C.","September 6, 2019","","Rated 1 stars out of five stars","null"
"1614875612-3995","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Diko Alam","July 30, 2019","","Rated 4 stars out of five stars","null"
"1614875612-1892","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Bob Jones","November 24, 2018","I would have previously given a solid 5 stars to this game. I really enjoyed playing, and it was one of the few things I found worth giving money to. As of the new update, with the addition of ads, even though I bought all the characters, I am quite disappointed. It breaks immersion, amd makes light of the fact that I choose to give money to support the game already.","Rated 3 stars out of five stars","null"
"1614875612-1016","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Bob G","February 20, 2021","","Rated 5 stars out of five stars","Giant NetworkFebruary 26, 2021We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 31,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"1614875612-2277","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Logan Drillien","May 16, 2019","","Rated 5 stars out of five stars","null"
"1614875612-3149","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Gideon Giacomelli","May 8, 2020","","Rated 5 stars out of five stars","null"
"1614875612-4397","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Nadine Liggett","October 22, 2018","","Rated 2 stars out of five stars","Giant NetworkOctober 23, 2018ty for ur feedback. we are working on the improvement and adjustment on localization. btw, we'd like to hear your suggestions in details. please follow our FB page: https://www.facebook.com/Night-of-Full-Moon-2217510205147246. let's have further discussion"
"1614875612-1911","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Brione P","July 27, 2020","This is actually a really good game. I had my doubts but it's fun and it's got some depth to it. my only issue so far is that the interface doesnt adapt to my phone. I actually cannot see the Continue Button (for continuing your adventure) and didn't find out until i had accidentally split screened. I had restarted from the beginning each time i had played previously. For the record, i have an Oppo a9 2020. Would be grateful to see the menu buttons get rearranged so i can see them all.","Rated 4 stars out of five stars","Giant NetworkJuly 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
